பார்+verb+fin+complex+perfect+pres=∅+1pl=ஓம்+colloq	பாத்துள்ளோம்
பார்+verb+fin+complex+perfect+pres=∅+1pl=ஓம்+comp=என்று+colloq	பாத்துள்ளோம்னு
பார்+verb+fin+complex+perfect+pres=∅+1pl=ஓம்+foc=ஏ+colloq	பாத்துள்ளோமே
பார்+verb+fin+complex+perfect+pres=∅+1pl=ஓம்+ques=ஆ+colloq	பாத்துள்ளோமா
பார்+verb+fin+complex+perfect+pres=∅+1pl=ஓம்+ques=ஓ+colloq	பாத்துள்ளோமோ
பார்+verb+fin+complex+perfect+pres=∅+1pl=ஓம்+report=ஆம்+colloq	பாத்துள்ளோமாம்
பார்+verb+fin+complex+perfect+pres=∅+1sg=ஏன்+colloq	பாத்துள்ளேன்
பார்+verb+fin+complex+perfect+pres=∅+1sg=ஏன்+comp=என்று+colloq	பாத்துள்ளேன்னு
பார்+verb+fin+complex+perfect+pres=∅+1sg=ஏன்+foc=ஏ+colloq	பாத்துள்ளேனே
பார்+verb+fin+complex+perfect+pres=∅+1sg=ஏன்+ques=ஆ+colloq	பாத்துள்ளேனா
பார்+verb+fin+complex+perfect+pres=∅+1sg=ஏன்+ques=ஓ+colloq	பாத்துள்ளேனோ
பார்+verb+fin+complex+perfect+pres=∅+1sg=ஏன்+report=ஆம்+colloq	பாத்துள்ளேனாம்
பார்+verb+fin+complex+perfect+pres=∅+2pl=ஈர்கள்+colloq	பாத்துள்ளீங்கள
பார்+verb+fin+complex+perfect+pres=∅+2pl=ஈர்கள்+colloq	பாத்துள்ளீர்கள்
பார்+verb+fin+complex+perfect+pres=∅+2pl=ஈர்கள்+colloq+comp=என்று+colloq	பாத்துள்ளீங்களனு
பார்+verb+fin+complex+perfect+pres=∅+2pl=ஈர்கள்+colloq+foc=ஏ	பாத்துள்ளீங்களே
பார்+verb+fin+complex+perfect+pres=∅+2pl=ஈர்கள்+colloq+ques=ஆ	பாத்துள்ளீங்களா
பார்+verb+fin+complex+perfect+pres=∅+2pl=ஈர்கள்+colloq+ques=ஓ	பாத்துள்ளீங்களோ
பார்+verb+fin+complex+perfect+pres=∅+2pl=ஈர்கள்+colloq+report=ஆம்	பாத்துள்ளீங்களாம்
பார்+verb+fin+complex+perfect+pres=∅+2pl=ஈர்கள்+comp=என்று+colloq	பாத்துள்ளீர்கள்னு
பார்+verb+fin+complex+perfect+pres=∅+2pl=ஈர்கள்+foc=ஏ+colloq	பாத்துள்ளீர்களே
பார்+verb+fin+complex+perfect+pres=∅+2pl=ஈர்கள்+ques=ஆ+colloq	பாத்துள்ளீர்களா
பார்+verb+fin+complex+perfect+pres=∅+2pl=ஈர்கள்+ques=ஓ+colloq	பாத்துள்ளீர்களோ
பார்+verb+fin+complex+perfect+pres=∅+2pl=ஈர்கள்+report=ஆம்+colloq	பாத்துள்ளீர்களாம்
பார்+verb+fin+complex+perfect+pres=∅+2sg=ஆய்+colloq	பாத்துள்ளாய்
பார்+verb+fin+complex+perfect+pres=∅+2sg=ஆய்+colloq	பாத்துள்ளிய
பார்+verb+fin+complex+perfect+pres=∅+2sg=ஆய்+colloq+comp=என்று+colloq	பாத்துள்ளியனு
பார்+verb+fin+complex+perfect+pres=∅+2sg=ஆய்+colloq+foc=ஏ	பாத்துள்ளியே
பார்+verb+fin+complex+perfect+pres=∅+2sg=ஆய்+colloq+ques=ஆ	பாத்துள்ளியா
பார்+verb+fin+complex+perfect+pres=∅+2sg=ஆய்+colloq+ques=ஓ	பாத்துள்ளியோ
பார்+verb+fin+complex+perfect+pres=∅+2sg=ஆய்+colloq+report=ஆம்	பாத்துள்ளியாம்
பார்+verb+fin+complex+perfect+pres=∅+2sg=ஆய்+comp=என்று+colloq	பாத்துள்ளாய்னு
பார்+verb+fin+complex+perfect+pres=∅+2sg=ஆய்+foc=ஏ+colloq	பாத்துள்ளாயே
