உன்+pron+pssd+med+2sg+abl	உன்னிற்
உன்+pron+pssd+med+2sg+loc	உன்னிற்
உன்+pron+pssd+med+2sg+inst	உன்னாற்
உன்+pron+pssd+med+2sg+acc	உன்னைத்
உன்+pron+pssd+med+2sg+dat	உனக்குத்
எம்+pron+pssd+1pl+excl+abl	எம்மிற்
எம்+pron+pssd+1pl+excl+acc	எம்மைத்
என்+pron+pssd+1sg+dat	எனக்குத்
என்+pron+pssd+1sg+inst	என்னால்
எங்கள்+pron+pssd+1pl+excl+dat	எங்களுக்குத்
எங்கள்+pron+pssd+1pl+excl+acc	எங்களைத்
நம்+pron+pssd+1pl+incl+acc	நம்மைத்
தன்+pron+3sg+refl+nom+foc=ஏ	தனே
தன்+pron+3sg+refl+nom+foc=தான்	தன்தான்
தாம்+pron+3pl+refl+nom+foc=ஏ	தாமே
தாம்+pron+3pl+refl+nom+foc=தான்	தாம்தான்
தான்+pron+3sg+refl+nom+foc=ஏ	தானே
தான்+pron+3sg+refl+nom+foc=தான்	தான்தான்
தாங்கள்+pron+3pl+refl+nom+foc=ஏ	தாங்களே
தாங்கள்+pron+3pl+refl+nom+foc=தான்	தாங்கள்தான்
உது+pron+dem+med+3sgn+nom+foc=ஏ	உதுவே
உது+pron+dem+med+3sgn+nom+foc=தான்	உதுதான்
உம்+pron+pssd+2sgh+nom+foc=ஏ	உமே
உம்+pron+pssd+2sgh+nom+foc=தான்	உம்தான்
உன்+pron+pssd+med+2sg+nom+foc=ஏ	உனே
உன்+pron+pssd+med+2sg+nom+foc=தான்	உன்தான்
உங்கள்+pron+pssd+2plh+nom+foc=ஏ	உங்களே
உங்கள்+pron+pssd+2plh+nom+foc=தான்	உங்கள்தான்
உவன்+pron+3sgm+dem+med+nom+foc=ஏ	உவனே
உவன்+pron+3sgm+dem+med+nom+foc=தான்	உவன்தான்
உவள்+pron+3sgf+dem+med+nom+foc=ஏ	உவளே
உவள்+pron+3sgf+dem+med+nom+foc=தான்	உவள்தான்
உவர்+pron+3sgh+dem+med+nom+foc=ஏ	உவரே
